,UniProt ID,InChI Key,Parameter,Value,Unit,Database Source,Database Target ID,Database Ligand ID,Reference,Interaction_type
30604,P47901,RDXACMZSHYCPJK-LZNUSVCISA-N,EC50,>10000,nM,ChEMBL,CHEMBL1921,CHEMBL3353941,24874785,0
30605,P29274,UQOODWFWVKWKPZ-TXWJGDGWSA-N,EC50,12.8,nM,ChEMBL,CHEMBL251,CHEMBL3414943,25699637,1
30606,P32245,PKOVYIKOIGUQLU-HHHXNRCGSA-N,EC50,840,nM,ChEMBL,CHEMBL259,CHEMBL276301,12646021,1
30607,P28335,CZWQBSKNHUVZLI-UHFFFAOYSA-N,EC50,190,nM,ChEMBL,CHEMBL225,CHEMBL1770373,24878222,1
30608,P30559,RHAXUNULWVZJGM-NIFJBHDKSA-N,EC50,0.04,nM,ChEMBL,CHEMBL2049,CHEMBL3354595,24874785,1
30609,P28335,JIMJRRKWNUZDBN-CYBMUJFWSA-N,EC50,92,nM,ChEMBL,CHEMBL225,CHEMBL2397911,23683593,1
30610,P34972,NORCYAGQZVMECV-MWLCHTKSSA-N,EC50,3.7,nM,ChEMBL,CHEMBL253,CHEMBL3354952,25488844,1
30611,P35368,KMOFNRDXTFJLAO-LLVKDONJSA-N,EC50,>10000,nM,ChEMBL,CHEMBL232,CHEMBL466046,19414260,0
30612,Q99500,ZGHBVTWUOFLNOW-QHNQYTFYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL3892,CHEMBL3105252,24266709,0
30613,P13945,XIOPYQYZZSGQJH-NRFANRHFSA-N,EC50,83,nM,ChEMBL,CHEMBL246,CHEMBL552497,19232786,1
30614,Q99500,DEFGRJMSJPIXJJ-NRFANRHFSA-N,EC50,1500,nM,ChEMBL,CHEMBL3892,CHEMBL3799976,27027817,0
30615,P41143,LTNSZIYAGMZDDY-GUNATADUSA-N,EC50,128.82,nM,ChEMBL,CHEMBL236,CHEMBL383458,16686530,1
30616,P34972,WBFYZMXEXKRUJU-UHFFFAOYSA-N,EC50,14.1,nM,ChEMBL,CHEMBL253,CHEMBL3092889,23795771,1
30617,P32239,KKPFQTRKARZYLE-NOGCUKNYSA-N,EC50,15.85,nM,ChEMBL,CHEMBL298,CHEMBL218763,16686530,1
30618,P35372,IEAHEBXTBRYCRM-JYBLDVITSA-N,EC50,732,nM,ChEMBL,CHEMBL233,CHEMBL221421,15588100,1
30619,P37288,WCJHTAGXNQGKMD-LGYYRGKSSA-N,EC50,0.1413,nM,ChEMBL,CHEMBL1889,CHEMBL1819540,21688787,1
30620,Q99500,LFRFHNNDPXJMKU-VTNSRFBWSA-N,EC50,1900,nM,ChEMBL,CHEMBL3892,CHEMBL2336065,24900670,0
30621,Q99500,RDRIWSVUADCOIA-UHFFFAOYSA-N,EC50,1020,nM,ChEMBL,CHEMBL3892,CHEMBL3341917,25072873,0
30622,P25100,CNIIGCLFLJGOGP-UHFFFAOYSA-N,EC50,<5011.87,nM,ChEMBL,CHEMBL223,CHEMBL761,11597419,0
30623,P34972,LQTDFSNNPGGLMU-UHFFFAOYSA-N,EC50,20.8,nM,ChEMBL,CHEMBL253,CHEMBL3977124,None,1
30624,Q96LB2,GLKQJMFNFORNFC-RXQDXVOQSA-N,EC50,316.23,nM,ChEMBL,CHEMBL5850,CHEMBL503202,19230660,1
30625,P34972,BTQAIJPHDOPKAX-UHFFFAOYSA-N,EC50,179,nM,ChEMBL,CHEMBL253,CHEMBL2181546,22916707,1
30626,Q01726,VJHTXZAEBALHDW-ZDCXKQOISA-N,EC50,540,nM,ChEMBL,CHEMBL3795,CHEMBL1209253,20598533,1
30627,P21453,RKBCKRDSEUUCBO-UHFFFAOYSA-N,EC50,4.3,nM,ChEMBL,CHEMBL4333,CHEMBL3121972,24345087,1
30628,P21554,MNRVLDJGPHVQDJ-UHFFFAOYSA-N,EC50,1680,nM,ChEMBL,CHEMBL218,CHEMBL511233,19062274,0
30629,P18825,OGOLMGZJNRNULQ-CYBMUJFWSA-N,EC50,112.2,nM,ChEMBL,CHEMBL1916,CHEMBL242265,17630725,1
30630,O14842,ZHOWKHLSVSSENE-QDEBKDIKSA-N,EC50,37.15,nM,ChEMBL,CHEMBL4422,CHEMBL3785764,26928019,1
30631,P08911,PJYBLQXVAYMXHC-QGZVFWFLSA-N,EC50,>10000,nM,ChEMBL,CHEMBL277,CHEMBL1916233,21930376,0
30632,P21554,YGLUVTVRMKRTQV-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL453993,18680277,0
30633,P41143,REDIQMXVXNAKLK-UHFFFAOYSA-N,EC50,1000,nM,ChEMBL,CHEMBL236,CHEMBL3426801,25901762,1
30634,Q99500,GIHPQDVYSVBQIQ-UHFFFAOYSA-N,EC50,>20000,nM,ChEMBL,CHEMBL3892,CHEMBL1951156,22264485,0
30635,P21453,NSIPWMJJXMSGCW-UHFFFAOYSA-N,EC50,54,nM,ChEMBL,CHEMBL4333,CHEMBL2022704,22487179,1
30636,P47747,WWEBJYNVUIMDCZ-GFCCVEGCSA-N,EC50,57.54,nM,ChEMBL,CHEMBL2882,CHEMBL1094452,20409707,1
30637,P34972,JSGVZTSNJJSVCA-UHFFFAOYSA-N,EC50,24.4,nM,ChEMBL,CHEMBL253,CHEMBL3918371,None,1
30638,P34972,UMFJZDWETVUUGJ-RILMWAFASA-N,EC50,>10000,nM,ChEMBL,CHEMBL253,CHEMBL3975291,27671496,0
30639,P21453,KNSNIMFBLSWAKH-UHFFFAOYSA-N,EC50,19.95,nM,ChEMBL,CHEMBL4333,CHEMBL1836212,21838322,1
30640,P34972,OTOHMAPKUMALIJ-UHFFFAOYSA-N,EC50,51.2,nM,ChEMBL,CHEMBL253,CHEMBL3943185,None,1
30641,P34972,FWARWBPCFONFSB-ZDUSSCGKSA-N,EC50,2.8,nM,ChEMBL,CHEMBL253,CHEMBL3353870,25556092,1
30642,P07550,SKYFPGPCAYZMNK-BDQAORGHSA-N,EC50,20,nM,ChEMBL,CHEMBL210,CHEMBL1203994,19581100,1
30643,P21554,AMTWXRRTXOFLMD-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3893838,None,0
30644,P41968,GXNHRQFWJSPUDE-QGBCWPEESA-N,EC50,5011.87,nM,ChEMBL,CHEMBL4644,CHEMBL2371829,15974575,0
30645,Q99500,ZLHUFFCLRCQOCD-UHFFFAOYSA-N,EC50,>25000,nM,ChEMBL,CHEMBL3892,CHEMBL1950563,22257889,0
30646,P21453,GZGBRNNWHNSYOQ-NRFANRHFSA-N,EC50,160,nM,ChEMBL,CHEMBL4333,CHEMBL3800535,27061986,1
30647,P21554,MVCJVZAKXBZXRD-SFHVURJKSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3896231,None,0
30648,P28223,MSXFEKRSKBQMGJ-UHFFFAOYSA-N,EC50,>5000,nM,ChEMBL,CHEMBL224,CHEMBL360479,15713408,0
30649,P18089,SEKAQUSPSDPIAN-LLVKDONJSA-N,EC50,3981.07,nM,ChEMBL,CHEMBL1942,CHEMBL2089155,24900506,0
30650,P41143,BOWOPEVIHUYMAZ-KRGIVBCISA-N,EC50,9.2,nM,ChEMBL,CHEMBL236,CHEMBL3264746,24900842,1
30651,P41968,JWVUTJWCWBNVDW-CXJNCMCBSA-N,EC50,37,nM,ChEMBL,CHEMBL4644,CHEMBL446185,16539382,1
30652,P34972,ZQSUGNRJCYCBNI-UHFFFAOYSA-N,EC50,113.1,nM,ChEMBL,CHEMBL253,CHEMBL3976322,None,1
30653,Q8TDV5,LRGWOPWKHXCPLW-UHFFFAOYSA-N,EC50,831,nM,ChEMBL,CHEMBL5652,CHEMBL1771075,21273063,1
30654,P34972,XBZIGRIVQPZHKB-UHFFFAOYSA-N,EC50,54,nM,ChEMBL,CHEMBL253,CHEMBL2181540,22916707,1
30655,P21453,FXOXSMSZDRIWCV-UHFFFAOYSA-N,EC50,1000,nM,ChEMBL,CHEMBL4333,CHEMBL3770423,26751273,1
30656,P34972,LBYUPCGPXZLHEU-UHFFFAOYSA-N,EC50,46.8,nM,ChEMBL,CHEMBL253,CHEMBL3947228,None,1
30657,P13945,DKQAXJMPOURSQQ-VFNWGFHPSA-N,EC50,31.62,nM,ChEMBL,CHEMBL246,CHEMBL208328,16640337,1
30658,P35372,AGSZYJIDXUVIHA-UHFFFAOYSA-N,EC50,3673,nM,ChEMBL,CHEMBL233,CHEMBL481707,19125610,0
30659,P43116,BJUUQOLZOPQZKM-VWLOTQADSA-N,EC50,6400,nM,ChEMBL,CHEMBL1881,CHEMBL3972583,None,0
30660,P35372,KQWVAUSXZDRQPZ-QNWUEUMSSA-N,EC50,>92460,nM,ChEMBL,CHEMBL233,CHEMBL1730890,PubChem BioAssay data set,0
30661,O95136,MYXSLNKSJWBHRW-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2955,CHEMBL211505,16697189,0
30662,P13945,RADHVVDWDLYMPY-QHCPKHFHSA-N,EC50,21,nM,ChEMBL,CHEMBL246,CHEMBL1085442,20181479,1
30663,P35372,PGZRDDYTKFZSFR-ONTIZHBOSA-N,EC50,>10000,nM,ChEMBL,CHEMBL233,CHEMBL440765,12672258,0
30664,P21453,SVDMXJHEGXWBOL-UHFFFAOYSA-N,EC50,398.11,nM,ChEMBL,CHEMBL4333,CHEMBL2018312,22429468,1
30665,P21554,UQFCFZNAKDXJBI-UHFFFAOYSA-N,EC50,790,nM,ChEMBL,CHEMBL218,CHEMBL2071064,26203658,1
30666,P21554,DLDJBCNHQZZMLO-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3891668,None,0
30667,Q5NUL3,HGDFRNBNPYHIOH-MRXNPFEDSA-N,EC50,140,nM,ChEMBL,CHEMBL5339,CHEMBL3900705,28105282,1
30668,P61169,UHSKFQJFRQCDBE-UHFFFAOYSA-N,EC50,75.5,nM,ChEMBL,CHEMBL339,CHEMBL589,"Med Chem Res, (2004) 13:1:25",1
30669,Q9H228,JGCAWTYGXUDFDL-UHFFFAOYSA-N,EC50,31,nM,ChEMBL,CHEMBL2274,CHEMBL3883812,27894870,1
30670,P29274,HUJXGQILHAUCCV-MOROJQBDSA-N,EC50,79.43,nM,ChEMBL,CHEMBL251,CHEMBL119709,"MedChemComm, (2014) 5:2:192",1
30671,P34972,OYAQUBKYAKSHOA-UHFFFAOYSA-N,EC50,170,nM,ChEMBL,CHEMBL253,CHEMBL32362,24900561,1
30672,P21453,RTYLWBBVJYIXHG-UHFFFAOYSA-N,EC50,3.162,nM,ChEMBL,CHEMBL4333,CHEMBL3770858,26751273,1
30673,P32245,VJHTXZAEBALHDW-ZDCXKQOISA-N,EC50,25,nM,ChEMBL,CHEMBL259,CHEMBL1209253,20598533,1
30674,P34972,DZTAJGBADYJNRE-UHFFFAOYSA-N,EC50,76,nM,ChEMBL,CHEMBL253,CHEMBL2338171,23380378,1
30675,Q91ZY2,QFKQUMBUFVKQBH-UHFFFAOYSA-N,EC50,123.03,nM,ChEMBL,CHEMBL5657,CHEMBL494678,18817367,1
30676,P41143,ZUUSQINWWMDMMW-UHFFFAOYSA-N,EC50,7800,nM,ChEMBL,CHEMBL236,CHEMBL1488893,25599839,0
30677,P21554,MVNYJLQHGCDXQG-UHFFFAOYSA-N,EC50,2290,nM,ChEMBL,CHEMBL218,CHEMBL1644682,21115245,0
30678,P32245,SERSXGYDFNVFHH-GYJMWAOVSA-N,EC50,1000,nM,ChEMBL,CHEMBL259,CHEMBL2112064,12467633,1
30679,P21453,ZAKRHSQJOQHRET-DEOSSOPVSA-N,EC50,270,nM,ChEMBL,CHEMBL4333,CHEMBL3797256,27061986,1
30680,Q99500,VORCSLWLKKFQHC-UHFFFAOYSA-N,EC50,1440,nM,ChEMBL,CHEMBL3892,CHEMBL1950566,22257889,0
30681,P28223,OCWIKOKDXHQKGG-GHXDPTCOSA-N,EC50,1485,nM,ChEMBL,CHEMBL224,CHEMBL490064,19284718,0
30682,P07550,UURQIYHVTCAMOZ-YCBFMBTMSA-N,EC50,>10000,nM,ChEMBL,CHEMBL210,CHEMBL469821,19366244,0
30683,Q9EP66,GRGWIIOJSGTREV-UHFFFAOYSA-N,EC50,1600,nM,ChEMBL,CHEMBL4420,CHEMBL391813,17994679,0
30684,P21554,UPRVSARQEYFBEX-UHFFFAOYSA-N,EC50,>17000,nM,ChEMBL,CHEMBL218,CHEMBL3114525,24461289,0
30685,P13945,GIIZNNXWQWCKIB-UHFFFAOYSA-N,EC50,1258.93,nM,ChEMBL,CHEMBL246,CHEMBL1263,21925889,0
30686,P21453,VRUYZQVRGWGPMI-UHFFFAOYSA-N,EC50,2080,nM,ChEMBL,CHEMBL4333,CHEMBL1409828,PubChem BioAssay data set,0
30687,P07550,AIYZNELMECAIHC-FTBISJDPSA-N,EC50,>100000,nM,ChEMBL,CHEMBL210,CHEMBL1203989,19581100,0
30688,P21453,HAJRPRNVKQUDLM-AUSIDOKSSA-N,EC50,4.4,nM,ChEMBL,CHEMBL4333,CHEMBL3105245,24266709,1
30689,P08172,UKCKRTPVYWRRHT-UHFFFAOYSA-N,EC50,>50000,nM,ChEMBL,CHEMBL211,CHEMBL478662,18805692,0
30690,P43115,OYIWYIIDTHEYIY-DEOSSOPVSA-N,EC50,150,nM,ChEMBL,CHEMBL3710,CHEMBL3967284,None,1
30691,P08913,FAINGUBYHMRNKU-UHFFFAOYSA-N,EC50,<10000,nM,ChEMBL,CHEMBL1867,CHEMBL74114,12014961,0
30692,Q99500,PSEDOFJDSPPLRN-INIZCTEOSA-N,EC50,>20000,nM,ChEMBL,CHEMBL3892,CHEMBL2022910,22487179,0
30693,Q9BXC1,XSJRZJQMAINRKX-KGMDJONISA-N,EC50,288.4,nM,ChEMBL,CHEMBL3562167,CHEMBL3577144,25970039,1
30694,Q99500,XJBNQDXAZQJXGI-UHFFFAOYSA-N,EC50,>25000,nM,ChEMBL,CHEMBL3892,CHEMBL2037121,24900374,0
30695,P32300,MCMMCRYPQBNCPH-DVKRWUGUSA-N,EC50,2.05,nM,ChEMBL,CHEMBL3222,CHEMBL294616,24103580,1
30696,P37288,RLABTNAJSYFEFL-GHDRINTISA-N,EC50,0.99,nM,ChEMBL,CHEMBL1889,CHEMBL1817754,21688787,1
30697,P21453,ZSUDJDWTJJCLOM-XBXARRHUSA-N,EC50,43,nM,ChEMBL,CHEMBL4333,CHEMBL1797504,21641216,1
30698,P21554,WWNNKDJOKYRJSV-UHFFFAOYSA-N,EC50,>25000,nM,ChEMBL,CHEMBL218,CHEMBL3357386,25499880,0
30699,Q5NUL3,JVYDPNBFCZQRAE-FLIBITNWSA-N,EC50,>100000,nM,ChEMBL,CHEMBL5339,CHEMBL3785413,26928019,0
30700,P43114,JDFLTRXXHVSTHR-OCSRFSMESA-N,EC50,3.1,nM,ChEMBL,CHEMBL4086,CHEMBL222715,22386979,1
30701,P21554,QZSPMXRQSVPBLQ-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3982308,None,0
30702,P13945,FVXAAPNMRWHMJD-MAUKXSAKSA-N,EC50,2000,nM,ChEMBL,CHEMBL246,CHEMBL12949,9871716,0
30703,P18825,JUDKOGFHZYMDMF-UHFFFAOYSA-N,EC50,1380.38,nM,ChEMBL,CHEMBL1916,CHEMBL286080,25648685,0
30704,P21554,XMJJERMECHLDOH-UHFFFAOYSA-N,EC50,>25000,nM,ChEMBL,CHEMBL218,CHEMBL3234675,23865723,0
30705,P08588,IJJIVWLLOMQWOM-IBGZPJMESA-N,EC50,9600,nM,ChEMBL,CHEMBL213,CHEMBL466879,19362005,0
30706,P41595,SZYAPIOMACUCDF-UHFFFAOYSA-N,EC50,2242,nM,ChEMBL,CHEMBL1833,CHEMBL1643671,21146986,0
30707,P34972,SWMZUZLACLTWNE-PHIMTYICSA-N,EC50,0.631,nM,ChEMBL,CHEMBL253,CHEMBL594530,20005703,1
30708,P20309,KNZAIFIZJGFOCI-UHFFFAOYSA-N,EC50,>30000,nM,ChEMBL,CHEMBL245,CHEMBL3963788,27939174,0
30709,P30542,XSMYYYQVWPZWIZ-IDTAVKCVSA-N,EC50,4.6,nM,ChEMBL,CHEMBL226,CHEMBL284969,22738238,1
30710,P32245,MGWAYCITAYXPEZ-FFHRXNJASA-N,EC50,>1000,nM,ChEMBL,CHEMBL259,CHEMBL315397,12036373,1
30711,P33033,WVGXIMGLLVHHQR-FULHUOFVSA-N,EC50,20500,nM,ChEMBL,CHEMBL4774,CHEMBL569697,19635667,0
30712,P32247,CXKIPYCVARNYCW-UHFFFAOYSA-N,EC50,5360,nM,ChEMBL,CHEMBL4080,CHEMBL1081131,20167483,0
30713,P41968,WHNFPRLDDSXQCL-UAZQEYIDSA-N,EC50,1.4,nM,ChEMBL,CHEMBL4644,CHEMBL214332,14552781,1
30714,Q99500,GPQBJOGXUGDSEF-UHFFFAOYSA-N,EC50,>25000,nM,ChEMBL,CHEMBL3892,CHEMBL2037125,24900374,0
30715,P21554,ZPJVXRDBAQKRAM-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3965458,None,0
30716,P30559,LOKYLSSNHVNXMT-OVCMMVBBSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2049,CHEMBL1817751,21688787,0
30717,Q99500,XRVDGNKRPOAQTN-HXUWFJFHSA-N,EC50,4501,nM,ChEMBL,CHEMBL3892,CHEMBL3951270,None,0
30718,P30542,MOWBUOOHZBNNQZ-SONRMIBWSA-N,EC50,>10000,nM,ChEMBL,CHEMBL226,CHEMBL591999,20031406,0
30719,P25100,BXJSKCZBNVAQEJ-UHFFFAOYSA-N,EC50,276,nM,ChEMBL,CHEMBL223,CHEMBL511211,19414260,1
30720,O43613,OLPNUFYZIDUHQF-YQSNPDSASA-N,EC50,1200,nM,ChEMBL,CHEMBL5113,CHEMBL441924,14971895,0
30721,P21453,KKZAKGKOIPIRBJ-UHFFFAOYSA-N,EC50,0.39,nM,ChEMBL,CHEMBL4333,CHEMBL3800091,26924461,1
30722,P41145,LCAPOJSUBMKLGT-XCXOOCPHSA-N,EC50,2210,nM,ChEMBL,CHEMBL237,CHEMBL320306,12825957,0
30723,P18825,FAINGUBYHMRNKU-UHFFFAOYSA-N,EC50,446.68,nM,ChEMBL,CHEMBL1916,CHEMBL74114,12014961,1
30724,O14842,BVILYIQBHXIHEN-UHFFFAOYSA-N,EC50,58,nM,ChEMBL,CHEMBL4422,CHEMBL3600993,26096679,1
30725,Q8TDS4,PVNIIMVLHYAWGP-UHFFFAOYSA-N,EC50,580,nM,ChEMBL,CHEMBL3785,CHEMBL573,17452318,1
30726,P21554,QNADUSWEPHYUOX-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3894289,None,0
30727,O95977,XDCOYBQVEVSNNB-UHFFFAOYSA-N,EC50,200,nM,ChEMBL,CHEMBL3230,CHEMBL3884038,27894870,1
30728,P21554,YXYWTRJMRSCHJZ-SQVRNEIYSA-N,EC50,28,nM,ChEMBL,CHEMBL218,CHEMBL3930555,27671499,1
30729,P41145,HQHIVKNFSKYAOK-FGDXAMPGSA-N,EC50,25000,nM,ChEMBL,CHEMBL237,CHEMBL2418738,23880538,0
30730,Q01726,UALYLLNCUOTCCI-ORYMTKCHSA-N,EC50,597,nM,ChEMBL,CHEMBL3795,CHEMBL187167,15341935,1
30731,P12657,QCHFTSOMWOSFHM-WPRPVWTQSA-N,EC50,6900,nM,ChEMBL,CHEMBL3733,CHEMBL550,9111297,0
30732,P25090,LVXGAEPFJDNERL-UHFFFAOYSA-N,EC50,1000,nM,ChEMBL,CHEMBL4227,CHEMBL2391446,23685570,1
30733,P07550,LCAAUXMMXJQKOH-VWLOTQADSA-N,EC50,3200,nM,ChEMBL,CHEMBL210,CHEMBL473702,19366244,0
30734,P43088,OYIWYIIDTHEYIY-DEOSSOPVSA-N,EC50,360,nM,ChEMBL,CHEMBL1987,CHEMBL3967284,None,1
30735,Q9H3N8,KWWHIDCVULQSFZ-HTRCEHHLSA-N,EC50,1995.26,nM,ChEMBL,CHEMBL3759,CHEMBL106612,21044842,0
30736,P35367,UGYXPZQILZRKJJ-UHFFFAOYSA-N,EC50,15848.93,nM,ChEMBL,CHEMBL231,CHEMBL275443,19791743,0
30737,P35372,SWZLGDBFWBZXTL-ZCYQVOJMSA-N,EC50,2445,nM,ChEMBL,CHEMBL233,CHEMBL361274,22695132,0
30738,Q99500,XXYNEZWTIVJUGG-UHFFFAOYSA-N,EC50,>20000,nM,ChEMBL,CHEMBL3892,CHEMBL3968014,None,0
30739,P08485,PJYBLQXVAYMXHC-QGZVFWFLSA-N,EC50,>10000,nM,ChEMBL,CHEMBL317,CHEMBL1916233,21930376,0
30740,P34972,MAZYNSFCRNJVOU-UHFFFAOYSA-N,EC50,61,nM,ChEMBL,CHEMBL253,CHEMBL1773877,21493064,1
30741,P34972,ZILQQLPCOPQXBI-HNNXBMFYSA-N,EC50,344.4,nM,ChEMBL,CHEMBL253,CHEMBL3908081,None,1
30742,Q9UBY5,PLCCQSPJUXGEHV-LJQANCHMSA-N,EC50,3,nM,ChEMBL,CHEMBL3250,CHEMBL201482,16263282,1
30743,P35368,BFDKAMOCQFIESP-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL232,CHEMBL501404,19414260,0
30744,Q7TMA4,NIWINBARFFCWGP-UHFFFAOYSA-N,EC50,79,nM,ChEMBL,CHEMBL2052036,CHEMBL3900990,27815121,1
30745,Q99500,KDLCKIGJCVOEQE-FYZYNONXSA-N,EC50,29300,nM,ChEMBL,CHEMBL3892,CHEMBL1935585,22153936,0
30746,P41143,CJAORFIPPWIGPG-QXYJMILXSA-N,EC50,<0.01,nM,ChEMBL,CHEMBL236,CHEMBL317956,18207400,1
30747,P41149,JRFFLTFJJPSALV-FKWFRFQNSA-N,EC50,226,nM,ChEMBL,CHEMBL4489,CHEMBL500516,18800761,1
30748,P30543,XSMYYYQVWPZWIZ-IDTAVKCVSA-N,EC50,>10,nM,ChEMBL,CHEMBL302,CHEMBL284969,7739005,1
30749,P34972,VZFNTIBCUQHUTG-HNNXBMFYSA-N,EC50,31.8,nM,ChEMBL,CHEMBL253,CHEMBL3964199,None,1
30750,P28335,JHQGAWPRLWOPNO-UHFFFAOYSA-N,EC50,94,nM,ChEMBL,CHEMBL225,CHEMBL493950,19269173,1
30751,P20309,OIPILFWXSMYKGL-UHFFFAOYSA-N,EC50,3.2,nM,ChEMBL,CHEMBL245,CHEMBL667,22677319,1
30752,P37288,RVEZLDNCHVLZPH-IHEWHSJKSA-N,EC50,13,nM,ChEMBL,CHEMBL1889,CHEMBL1819553,21688787,1
30753,P08485,VIZLOCIWSKXQJN-UHFFFAOYSA-N,EC50,147.91,nM,ChEMBL,CHEMBL317,CHEMBL2313377,23177787,1
30754,P14416,TUFADSGTJUOBEH-ZWNOBZJWSA-N,EC50,45,nM,ChEMBL,CHEMBL217,CHEMBL155731,"MedChemComm, (2014) 5:7:891",1
30755,P34972,DTUQXJLSDVPMLV-UHFFFAOYSA-N,EC50,12.8,nM,ChEMBL,CHEMBL253,CHEMBL3960990,None,1
30756,P08588,GDWOBMZVSVAZQR-FTBISJDPSA-N,EC50,70,nM,ChEMBL,CHEMBL213,CHEMBL1203996,19581100,1
30757,P21917,KBMINQNYZIHTHF-HEHNFIMWSA-N,EC50,24,nM,ChEMBL,CHEMBL219,CHEMBL214954,16913699,1
30758,Q5NUL3,ZBFAQUJBQJNPBX-UHFFFAOYSA-N,EC50,97,nM,ChEMBL,CHEMBL5339,CHEMBL3927879,27815121,1
30759,P21554,QBXLXBAKKFKYNZ-UHFFFAOYSA-N,EC50,>25000,nM,ChEMBL,CHEMBL218,CHEMBL3357383,25499880,0
30760,P34972,ACEILWZOWWUYEY-UHFFFAOYSA-N,EC50,225.7,nM,ChEMBL,CHEMBL253,CHEMBL3908425,None,1
30761,P25100,PWTSJGTVQUBKFO-WOJGMQOQSA-N,EC50,<5011.87,nM,ChEMBL,CHEMBL223,CHEMBL346465,11844675,0
30762,P13945,GQRHTJLEIISGKP-UHFFFAOYSA-N,EC50,150,nM,ChEMBL,CHEMBL246,CHEMBL1258824,20833036,1
30763,P35372,XSVNUWHYTFZHKK-APVPXXETSA-N,EC50,6.8,nM,ChEMBL,CHEMBL233,CHEMBL611933,19683449,1
30764,P30559,UAMONDWMVGRRHZ-VIZGXHJBSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2049,CHEMBL1817771,21688787,0
30765,Q9H228,RAOLAYXVJBCRAY-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2274,CHEMBL209003,16682185,0
30766,P33032,TYFFXNLNRYRUAU-LFSOJSGESA-N,EC50,200,nM,ChEMBL,CHEMBL4608,CHEMBL204864,16539382,1
30767,P07550,PDNUKEKZGRGQLD-JRPXNJEYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL210,CHEMBL557253,19608416,0
30768,P34972,ONGMGQZMIUDISF-JZQBQCRLSA-N,EC50,1940,nM,ChEMBL,CHEMBL253,CHEMBL3951226,27671499,0
30769,P35462,WEPKFXLEEGTYON-UHFFFAOYSA-N,EC50,7.5,nM,ChEMBL,CHEMBL234,CHEMBL3798331,"MedChemComm, (2016) 7:3:537",1
30770,P13945,DJXRIQMCROIRCZ-XOEOCAAJSA-N,EC50,1.1,nM,ChEMBL,CHEMBL246,CHEMBL2107826,26709102,1
30771,P41143,PGZRDDYTKFZSFR-ONTIZHBOSA-N,EC50,>10000,nM,ChEMBL,CHEMBL236,CHEMBL440765,12672258,0
30772,P07550,IVKSXSKSQTVMQR-FTBISJDPSA-N,EC50,0,nM,ChEMBL,CHEMBL210,CHEMBL1203993,19581100,1
30773,Q01727,DFCJPPDAOZROBS-DZUOILHNSA-N,EC50,2360,nM,ChEMBL,CHEMBL4077,CHEMBL50056,26005535,0
30774,P21554,YOCJOOJPWNGNJB-ZDUSSCGKSA-N,EC50,>20000,nM,ChEMBL,CHEMBL218,CHEMBL3354555,25575658,0
30775,Q9Y2T6,MPSFAQUHJKNCCE-UHFFFAOYSA-N,EC50,866.37,nM,ChEMBL,CHEMBL1075322,CHEMBL1569918,PubChem BioAssay data set,1
30776,P47936,VFPXTPUNANYVKT-UHFFFAOYSA-N,EC50,19,nM,ChEMBL,CHEMBL5373,CHEMBL2338186,23380378,1
30777,P14416,OUJRMAKUNWMZPB-UHFFFAOYSA-N,EC50,1300,nM,ChEMBL,CHEMBL217,CHEMBL3287392,24831693,0
30778,P21554,ZNJFNPLRXHPVJR-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3954378,None,0
30779,Q9HC97,SRFXJTJKQWBUMX-UHFFFAOYSA-N,EC50,>32000,nM,ChEMBL,CHEMBL1293267,CHEMBL1431953,PubChem BioAssay data set,0
30780,P34972,YECZGIOWFKPXMM-UHFFFAOYSA-N,EC50,380.7,nM,ChEMBL,CHEMBL253,CHEMBL3984883,None,1
30781,P08588,VQTDLKUNWPJQBR-OWJIYDKWSA-N,EC50,660,nM,ChEMBL,CHEMBL213,CHEMBL550743,19232786,1
30782,O95977,ZOJBKIGIQRVLGZ-SFTDATJTSA-N,EC50,15.98,nM,ChEMBL,CHEMBL3230,CHEMBL1093686,20188554,1
30783,P35348,FYRLXCDBIMGTKV-UHFFFAOYSA-N,EC50,278,nM,ChEMBL,CHEMBL229,CHEMBL406348,18400496,1
30784,P30547,RCHZNZRDPVGELR-VVZGZWEYSA-N,EC50,>3570,nM,ChEMBL,CHEMBL3942,CHEMBL293747,1694545,0
